createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token0.name,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
12501140,2021-05-25,0x634063851f41cd55a6f4ad1c817bb1442e9cb062,9.760000000000001e-10,1e-18,2e-18,Shiba Inu Bone,0x4c6335c1a84e768ff47b0babc8eb0509db7dfc0c,Shiba Inu Bone,BONE,9.760000000000001e-10,18,78,0x46d27b37dbf1da1511b87c618620b5ef0bb1bd49,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,300.0,500000000000000.0,1622008488,2021-05-26 5:54,burn,1622008488,2021-05-26 5:54,397.0026105,1e-18,-1.0,26.226388888888888h,True,1622008488,1,76,0,0.012987012987012988,0.987012987012987,0.0,0.0,0.1061225372521032,0.0,76,0,76.0,92478,387298334.620741688517925539,0x46d27b37dbf1da1511b87c618620b5ef0bb1bd49,100.0,0.0,387298334.620741688517925539,0x46d27b37dbf1da1511b87c618620b5ef0bb1bd49,1000000000000000.0,0,387298334.6207418,10577502954985.236328125
12716362,2021-06-27,0x48a708c6b222f79b48719eeeb24f43d2e2d9ecd7,8.370000000000001e-09,1e-18,2e-18,LuckyPig,0xb3f7accb65790c26ab03e6bcd9f036fecd15e46c,LuckyPig,LuckyPig,8.370000000000001e-09,18,70,0x8b611f219fa5a7b94eeb7cd74ac7b1a4ace37e8b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,30.0,4500000000000000.0,1624805082,2021-06-27 14:44,burn,1624805082,2021-06-27 14:44,43.94237688,1e-18,-1.0,1.053611111111111h,True,1624805082,1,68,0,0.014492753623188406,0.9855072463768116,0.0,0.0,0.3816758747697974,0.0,62,6,8.857142857142858,2172,367423461.417476714729591611,0x8b611f219fa5a7b94eeb7cd74ac7b1a4ace37e8b,100.0,0.0,367423461.417476714729591611,0x8b611f219fa5a7b94eeb7cd74ac7b1a4ace37e8b,1e+16,3500000000000000,367423461.4174767,510962971647958.875
12281553,2021-04-21,0x188780896bc1b31ef0067765e465e3b4436f07cf,8.160000000000001e-10,1e-18,2e-18,Akita Inu,0x8a2c7fdf67c7bfc2fd3556206ec83da7476f4aad,Akita Inu,AKITA,8.160000000000001e-10,18,6,0x1858b2a6b66a025163837c5a936cbc07dbe817fc,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,450.0,300000000000000.0,1619011045,2021-04-21 22:17,burn,1619011045,2021-04-21 22:17,450.48000030000003,1e-18,-1.0,8.321944444444444h,True,1619011045,1,4,0,0.2,0.8,0.0,0.0,0.30107255520504733,0.0,4,0,4.0,7925,367423461.417476714729591611,0x1858b2a6b66a025163837c5a936cbc07dbe817fc,100.0,0.0,367423461.417476714729591611,0x1858b2a6b66a025163837c5a936cbc07dbe817fc,1000000000000000.0,0,367423461.4174767,700000000000000
12800332,2021-07-10,0x06f0ba098ff2b4d7b97ef2da74a2675de893372b,1.1000000000000001e-08,1e-18,2e-18,FlokiSpaceX INU,0x922e505ac3f30d3a83ace69738320f3cfc3f5da5,FlokiSpaceX INU,FlokiSpaceX,1.1000000000000001e-08,18,32,0x578d9a80fa6f1a059c110b0cac630eeafc87be66,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,25.5,5000000000000000.0,1625962444,2021-07-11 0:14,burn,1625962444,2021-07-11 0:14,32.36071459,1e-18,-1.0,9.099722222222223h,True,1625962444,1,30,0,0.03225806451612903,0.967741935483871,0.0,0.0,0.14427809148836968,0.0,27,3,6.75,19303,357071421.42714249989996899,0x578d9a80fa6f1a059c110b0cac630eeafc87be66,100.0,0.0,357071421.42714249989996899,0x578d9a80fa6f1a059c110b0cac630eeafc87be66,1e+17,45000000000000000,357071421.4271425,14958045498961934
12318418,2021-04-26,0xcedcfa2e266cc475a43c80c1063c6c87136bdcb0,1e-18,2.8300000000000004e-09,2e-18,Wrapped Ether,0xc30c378b2fc7dbc02572c85aff9ab909a72da916,Winklevoss.Finance,VOSS,2.8300000000000004e-09,18,176,0x045dec226c31e8c7466f7dd13ce50b42b336f5d2,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,25.0,5000000000000000.0,1619481067,2021-04-26 23:51,burn,1619481067,2021-04-26 23:51,125.38462790000001,1e-18,-1.0,2.2330555555555556h,True,1619481067,1,174,0,0.005714285714285714,0.9942857142857143,0.0,0.0,0.3463089330024814,0.0,174,0,174.0,6448,353553390.593273762200421181,0x045dec226c31e8c7466f7dd13ce50b42b336f5d2,100.0,0.0,353553390.593273762200421181,0x000000000000000000000000000000000000dead,1e+20,79995000000000000000,353553390.59327376,79995000000000000000
12521790,2021-05-28,0x4c3555c682915d5537ef235deb5a9f3dfa46d746,1e-18,1.13e-09,2e-18,Wrapped Ether,0xce677df0f78e471aacd102d6465fc53312617eb6,Shiba Inu Bone,BONE,1.13e-09,18,77,0xfed6cf1d31497f42045f823b63598b69c0073b78,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,250.0,500000000000000.0,1622275501,2021-05-29 8:05,burn,1622275501,2021-05-29 8:05,314.21994920000003,1e-18,-1.0,23.500833333333333h,True,1622275501,1,75,0,0.013157894736842105,0.9868421052631579,0.0,0.0,0.10529190435732491,0.0,75,0,75.0,82390,353553390.593273762200421181,0xfed6cf1d31497f42045f823b63598b69c0073b78,100.0,0.0,353553390.593273762200421181,0xfed6cf1d31497f42045f823b63598b69c0073b78,1000000000000000.0,0,353553390.59327376,0
12489215,2021-05-23,0x8b1976b6728fac4920e95cc0b25fbd3615301630,1.14e-09,1e-18,2e-18,SHIBASWAP,0x6882f1cd5efd09713387fded3c73d3d5511dc739,SHIBASWAP,SHIBASWAP,1.14e-09,18,56,0x5f510aa305f545f5b21eafcdaf0b8cd483b409fb,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,250.0,500000000000000.0,1621916525,2021-05-25 4:22,burn,1621916525,2021-05-25 4:22,310.65833349999997,1e-18,-1.0,45.04222222222222h,True,1621916525,1,54,0,0.01818181818181818,0.9818181818181818,0.0,0.0,0.07856189077313393,0.0,54,0,54.0,149780,353553390.593273762200421181,0x5f510aa305f545f5b21eafcdaf0b8cd483b409fb,100.0,0.0,353553390.593273762200421181,0x5f510aa305f545f5b21eafcdaf0b8cd483b409fb,1000000000000000.0,0,353553390.59327376,0
12573031,2021-06-05,0x4f6ba86d18f4631d36591082b4a0a3cb738a9b0b,1.09e-09,1e-18,2e-18,Shiba Inu Bone,0x520ad62c62fa93799b68c9095e3402dab4236847,Shiba Inu Bone,BONE,1.09e-09,18,111,0x45e8841dc18d5076c3152b3422f728410d9f0b63,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,250.0,500000000000000.0,1622960746,2021-06-06 6:25,burn,1622960746,2021-06-06 6:25,324.8602855,1e-18,-1.0,23.326666666666668h,True,1622960746,1,109,0,0.00909090909090909,0.990909090909091,0.0,0.0,0.11879701145943763,0.0,109,0,109.0,79236,353553390.593273762200421181,0x45e8841dc18d5076c3152b3422f728410d9f0b63,100.0,0.0,353553390.593273762200421181,0x45e8841dc18d5076c3152b3422f728410d9f0b63,1000000000000000.0,0,353553390.59327376,645826022733.6953125
12722697,2021-06-28,0x251c6b84cc052725da2a1d38e4c1c8d06c8ac2f2,1.1199999999999999e-09,1e-18,2e-18,ShibaSwap,0x2832b29fe5c579ee684c15facbcde8aefda792cd,ShibaSwap,ShibaSwap,1.1199999999999999e-09,18,74,0xe8bb5081b7e5120f6d09329e422372a6dc254e76,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,250.0,500000000000000.0,1624957467,2021-06-29 9:04,burn,1624957467,2021-06-29 9:04,316.77292400000005,1e-18,-1.0,19.955555555555556h,True,1624957467,1,72,0,0.0136986301369863,0.9863013698630136,0.0,0.0,0.10471180376580455,0.0,72,0,72.0,65962,353553390.593273762200421181,0xe8bb5081b7e5120f6d09329e422372a6dc254e76,100.0,0.0,353553390.593273762200421181,0xe8bb5081b7e5120f6d09329e422372a6dc254e76,1000000000000000.0,0,353553390.59327376,499999999999999.9375
12740037,2021-07-01,0x5043d583bb715d16f4ca0f36af48ef1dbadf32e6,1.11e-09,1e-18,2e-18,ShibaSwap,0x92a6e37c5307883ebf3dcf1f3253752fb905c9d4,ShibaSwap,ShibaSwap,1.11e-09,18,97,0xe8407b1472894eedb94bc73d32279b99b2760710,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,250.0,500000000000000.0,1625209754,2021-07-02 7:09,burn,1625209754,2021-07-02 7:09,319.8626486,1e-18,-1.0,25.18111111111111h,True,1625209754,1,95,0,0.010416666666666666,0.9895833333333334,0.0,0.0,0.07788664594236545,0.0,95,0,95.0,76239,353553390.593273762200421181,0xe8407b1472894eedb94bc73d32279b99b2760710,100.0,0.0,353553390.593273762200421181,0xe8407b1472894eedb94bc73d32279b99b2760710,1000000000000000.0,0,353553390.59327376,499999999999999.9375
12664934,2021-06-19,0xc1640b2ccb55adf771285b29752d7b9254cdac49,9.7e-10,1e-18,2e-18,SHIBASWAP,0x45178d7217d5308121702646e27443c808ed3bbf,SHIBASWAP,SHIBASWAP,9.7e-10,18,113,0xc77bcc932e9f36dc4fb9555c22e555ceb1366ccc,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,250.0,500000000000000.0,1624193125,2021-06-20 12:45,burn,1624193125,2021-06-20 12:45,365.0242898,1e-18,-1.0,23.79222222222222h,True,1624193125,1,111,0,0.008928571428571428,0.9910714285714286,0.0,0.0,0.10398636031501177,0.0,111,0,111.0,61585,353553390.593273762200421181,0xc77bcc932e9f36dc4fb9555c22e555ceb1366ccc,100.0,0.0,353553390.593273762200421181,0xc77bcc932e9f36dc4fb9555c22e555ceb1366ccc,1000000000000000.0,0,353553390.59327376,499999999999999.9375
12792477,2021-07-09,0x288066c0665e394e96b6262cd1dfd689622e1f62,1.27e-09,1e-18,2e-18,ShibaSwapToken,0x5d5557784113165a18f5ca95785c2f229c625a28,ShibaSwapToken,SHIBASWAP,1.27e-09,18,50,0xba62d0cc2bee79027189b1022df731c5235dd05f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,250.0,500000000000000.0,1626329783,2021-07-15 6:16,burn,1626329783,2021-07-15 6:16,278.6973182,1e-18,-1.0,140.40333333333334h,True,1626329783,1,48,0,0.02040816326530612,0.9795918367346939,0.0,0.0,0.057849818961905,0.0,48,0,48.0,279223,353553390.593273762200421181,0xba62d0cc2bee79027189b1022df731c5235dd05f,100.0,0.0,353553390.593273762200421181,0xba62d0cc2bee79027189b1022df731c5235dd05f,1000000000000000.0,0,353553390.59327376,499999999999999.9375
12766530,2021-07-05,0xdfdbbd377b4d3bed77890dd14fbf58f4d7d316ce,1.0800000000000002e-09,1e-18,2e-18,Shiba Inu Bone,0x855af10faf11d4a6f6102a1babd77453d18066b7,Shiba Inu Bone,BONE🦴,1.0800000000000002e-09,18,103,0x565387121afe6fccfc793c0c37e65bd457c0bc21,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,250.0,500000000000000.0,1625559366,2021-07-06 8:16,burn,1625559366,2021-07-06 8:16,326.2559047,1e-18,-1.0,23.372222222222224h,True,1625559366,1,101,0,0.00980392156862745,0.9901960784313726,0.0,0.0,0.1931545353399309,0.0,101,0,101.0,34154,353553390.593273762200421181,0x565387121afe6fccfc793c0c37e65bd457c0bc21,100.0,0.0,353553390.593273762200421181,0x565387121afe6fccfc793c0c37e65bd457c0bc21,1000000000000000.0,0,353553390.59327376,499999999999999.9375
12703412,2021-06-25,0xb7e838c188b059816f175438394b08eae479ab03,1.0300000000000002e-09,1e-18,2e-18,SHIBASWAP,0x571b71f8865646a0789464966ae5fb26a49e4f7c,SHIBASWAP,SHIBASWAP,1.0300000000000002e-09,18,57,0x54c48406acf7f7649c274180abe0761e5803f682,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,250.0,500000000000000.0,1624715057,2021-06-26 13:44,burn,1624715057,2021-06-26 13:44,345.02524669999997,1e-18,-1.0,24.711944444444445h,True,1624715057,1,55,0,0.017857142857142856,0.9821428571428571,0.0,0.0,0.07488592921445307,0.0,55,0,55.0,64872,353553390.593273762200421181,0x54c48406acf7f7649c274180abe0761e5803f682,100.0,0.0,353553390.593273762200421181,0x54c48406acf7f7649c274180abe0761e5803f682,1000000000000000.0,0,353553390.59327376,499999999999999.9375
12678601,2021-06-21,0xaabef2be2209e59b10c43e00f4f380eacdb3996d,1.1199999999999999e-09,1e-18,2e-18,Shiba Inu Swap,0x0d8f8eed22893a849678b48a519ae5df6c90e0ae,Shiba Inu Swap,SHIBASWAP,1.1199999999999999e-09,18,72,0x533de51a591070dc8e166f99e09bfd3851785779,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,250.0,500000000000000.0,1624425886,2021-06-23 5:24,burn,1624425886,2021-06-23 5:24,315.0982619,1e-18,-1.0,37.320277777777775h,True,1624425886,1,70,0,0.014084507042253521,0.9859154929577465,0.0,0.0,0.14280732345248473,0.0,70,0,70.0,22940,353553390.593273762200421181,0x533de51a591070dc8e166f99e09bfd3851785779,100.0,0.0,353553390.593273762200421181,0x533de51a591070dc8e166f99e09bfd3851785779,1000000000000000.0,0,353553390.59327376,499999999999999.9375
12671370,2021-06-20,0x9ce5a34b82dd9ff983e530b7c0f0585687d4cdf6,9.070000000000001e-10,1e-18,2e-18,Shiba Inu Swap,0x741c4da3a77562edc4df5d9e385cc121d8e46af2,Shiba Inu Swap,SHIBASWAP,9.070000000000001e-10,18,109,0x3fcca0937bf18653e171ac0a802dc3b7f8b2e79f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,250.0,500000000000000.0,1624290860,2021-06-21 15:54,burn,1624290860,2021-06-21 15:54,390.28492769999997,1e-18,-1.0,26.84638888888889h,True,1624290860,1,107,0,0.009259259259259259,0.9907407407407407,0.0,0.0,0.13760061919504643,0.0,107,0,107.0,64600,353553390.593273762200421181,0x3fcca0937bf18653e171ac0a802dc3b7f8b2e79f,100.0,0.0,353553390.593273762200421181,0x3fcca0937bf18653e171ac0a802dc3b7f8b2e79f,1000000000000000.0,0,353553390.59327376,499999999999999.9375
12630714,2021-06-14,0xc883d9b8e6eac192b2f0ff98cd5fb8678500c2ba,1.24e-09,1e-18,2e-18,Shiba Inu Bone,0x5b23663c2a57468893194bac525fab994fac7dc2,Shiba Inu Bone,BONE🦴,1.24e-09,18,55,0x36a9cb59ff35619ced602d0fa978da490cc05dc8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,250.0,500000000000000.0,1623739216,2021-06-15 6:40,burn,1623739216,2021-06-15 6:40,284.94240410000003,1e-18,-1.0,25.16138888888889h,True,1623739216,1,53,0,0.018518518518518517,0.9814814814814815,0.0,0.0,0.14675470925470926,0.0,53,0,53.0,19536,353553390.593273762200421181,0x36a9cb59ff35619ced602d0fa978da490cc05dc8,100.0,0.0,353553390.593273762200421181,0x36a9cb59ff35619ced602d0fa978da490cc05dc8,1000000000000000.0,0,353553390.59327376,499999999999999.9375
12754860,2021-07-03,0x7fc3576cc7cbb870e728c0abba37febf73aa21b7,1e-18,1.02e-09,2e-18,Wrapped Ether,0xce2aa742a4a60330e6f50274238813380407fbeb,Shiba Inu Swap,ShibaSwap,1.02e-09,18,94,0xca22d443442d6a4166b5c27d18f8661aa7a6a7f8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,240.0,500000000000000.0,1625406292,2021-07-04 13:44,burn,1625406292,2021-07-04 13:44,339.16059989999997,1e-18,-1.0,24.31833333333333h,True,1625406292,1,92,0,0.010752688172043012,0.989247311827957,0.0,0.0,0.16545361198357092,0.0,92,0,92.0,66224,346410161.513775458705488268,0xca22d443442d6a4166b5c27d18f8661aa7a6a7f8,100.0,0.0,346410161.513775458705488268,0xca22d443442d6a4166b5c27d18f8661aa7a6a7f8,1000000000000000.0,0,346410161.51377547,499999999999999.9375
